ID,How likely are you to vote in the 2024 Presidential Election?,How enthusiastic are you to vote in the 2024 Presidential Election?,How often do you vote?," If the 2024 presidential election were held today, who would you vote for if the candidates were:",Party ID (With Leaners),Are you closer to being a:,"Who did you vote for in the 2020 presidential election, or did you not vote?",Which issue would you say is most important to your vote?,"Regardless of who you're supporting, which candidate would better handle the economy and jobs?","Regardless of who you're supporting, which candidate would better handle immigration and border security?","Regardless of who you're supporting, which candidate would better handle abortion rights and restrictions?",Do you support the construction of a border wall along the southern border?,Do you support the mass deportation of undocumented immigrants currently living in the United States?,Age,Gender,Race,Race/Education,Education Level,US Region,US Zip Code,LV Score
146,Likely,Very,Always,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",The economy and jobs,Donald Trump,Donald Trump,Donald Trump,Unsure,Unsure,45-64,Female,White,White College,College,Midwest,68007,11
154,Certain,Somewhat,Always,"Kamala Harris, the Democrat",Democrat,,"Joe Biden, the Democrat",Other,Kamala Harris,Kamala Harris,Kamala Harris,No,No,30-44,Female,White,White College,College,South,20036,11
169,Certain,Somewhat,Always,"Kamala Harris, the Democrat",Democrat,,"Joe Biden, the Democrat",Healthcare,Kamala Harris,Kamala Harris,Kamala Harris,No,No,65+,Male,White,White No College,No College,South,36207,11
172,Likely,Very,Always,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",Immigration and border security,Donald Trump,Donald Trump,Unsure,Yes,Yes,45-64,Female,White,White College,College,West,99338,11
189,Certain,Somewhat,Always,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",Immigration and border security,Donald Trump,Donald Trump,Donald Trump,Yes,Yes,45-64,Male,White,White No College,No College,Northeast,17111,11
193,Likely,Very,Always,"Kamala Harris, the Democrat",Democrat,,"Joe Biden, the Democrat",Healthcare,Kamala Harris,Kamala Harris,Kamala Harris,Unsure,Yes,45-64,Female,White,White No College,No College,Midwest,48420,11
202,Certain,Very,Only in presidential elections,"Kamala Harris, the Democrat",Democrat,Democrat,"Joe Biden, the Democrat",Abortion rights and restrictions,Kamala Harris,Donald Trump,Kamala Harris,Yes,No,30-44,Male,Black or African American,Non White No College,No College,West,98121,11
219,Certain,Very,Only in presidential elections,"Donald Trump, the Republican",Independent,Neither,"Donald Trump, the Republican",The economy and jobs,Donald Trump,Donald Trump,Kamala Harris,Yes,Yes,45-64,Male,Other,Non White College,College,Northeast,07071,11
220,Likely,Very,Always,"Donald Trump, the Republican",Democrat,,"Donald Trump, the Republican",Immigration and border security,Donald Trump,Donald Trump,Kamala Harris,Yes,Yes,65+,Male,White,White No College,No College,Northeast,15425,11
226,Certain,Very,Only in presidential elections,"Donald Trump, the Republican",Republican,,I did not vote,Immigration and border security,Donald Trump,Donald Trump,Donald Trump,Yes,No,18-29,Female,White,White No College,No College,Midwest,57212,11
230,Certain,Somewhat,Always,"Kamala Harris, the Democrat",Democrat,,"Joe Biden, the Democrat",Threats to democracy and corruption,Kamala Harris,Kamala Harris,Kamala Harris,Unsure,Unsure,65+,Male,White,White College,College,West,93940,11
241,Likely,Very,Always,"Kamala Harris, the Democrat",Democrat,,"Joe Biden, the Democrat",The economy and jobs,Kamala Harris,Kamala Harris,Kamala Harris,Unsure,Unsure,45-64,Male,White,White No College,No College,West,89128,11
244,Likely,Very,Always,"Kamala Harris, the Democrat",Democrat,,"Joe Biden, the Democrat",Gun rights and restrictions,Kamala Harris,Kamala Harris,Kamala Harris,No,No,45-64,Male,Hispanic,Non White No College,No College,West,98662,11
247,Certain,Somewhat,Always,"Kamala Harris, the Democrat",Democrat,,"Joe Biden, the Democrat",The economy and jobs,Kamala Harris,Kamala Harris,Kamala Harris,No,No,45-64,Male,Black or African American,Non White No College,No College,Northeast,11226,11
251,Likely,Very,Always,"Kamala Harris, the Democrat",Democrat,,"Joe Biden, the Democrat",Immigration and border security,Kamala Harris,Donald Trump,Kamala Harris,Yes,Yes,45-64,Female,White,White No College,No College,Northeast,11209,11
270,Likely,Very,Always,"Donald Trump, the Republican",Independent,Neither,"Donald Trump, the Republican",The economy and jobs,Donald Trump,Donald Trump,Unsure,Yes,Yes,45-64,Male,White,White College,College,South,33436,11
301,Likely,Very,Always,"Kamala Harris, the Democrat",Democrat,,"Joe Biden, the Democrat",Abortion rights and restrictions,Kamala Harris,Kamala Harris,Kamala Harris,Yes,No,65+,Female,White,White No College,No College,South,78109,11
308,Likely,Very,Always,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",The economy and jobs,Donald Trump,Donald Trump,Kamala Harris,Yes,Yes,45-64,Male,White,White College,College,South,19968,11
311,Certain,Very,Only in presidential elections,"Kamala Harris, the Democrat",Democrat,,"Joe Biden, the Democrat",Threats to democracy and corruption,Kamala Harris,Kamala Harris,Kamala Harris,No,Unsure,45-64,Male,White,White College,College,South,33913,11
314,Certain,Somewhat,Always,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",The economy and jobs,Donald Trump,Donald Trump,Donald Trump,Yes,Yes,45-64,Male,White,White No College,No College,South,29728,11
322,Likely,Very,Always,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",The economy and jobs,Donald Trump,Donald Trump,Donald Trump,Yes,Yes,45-64,Male,White,White No College,No College,Midwest,62034,11
341,Likely,Very,Always,"Kamala Harris, the Democrat",Democrat,,"Joe Biden, the Democrat",The economy and jobs,Kamala Harris,Kamala Harris,Kamala Harris,Unsure,No,45-64,Female,White,White No College,No College,Midwest,60660,11
354,Likely,Very,Always,"Kamala Harris, the Democrat",Democrat,,"Joe Biden, the Democrat",Threats to democracy and corruption,Kamala Harris,Kamala Harris,Kamala Harris,Yes,Unsure,65+,Male,White,White No College,No College,Midwest,60646,11
379,Likely,Very,Always,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",Immigration and border security,Donald Trump,Donald Trump,Donald Trump,Yes,Yes,45-64,Male,White,White No College,No College,West,92563,11
381,Likely,Very,Always,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",The economy and jobs,Donald Trump,Donald Trump,Donald Trump,Yes,Yes,45-64,Male,White,White No College,No College,South,36535,11
395,Certain,Somewhat,Always,Undecided,Independent,Neither,"Donald Trump, the Republican",Immigration and border security,Donald Trump,Donald Trump,Unsure,Yes,Unsure,45-64,Female,White,White No College,No College,Northeast,01970,11
396,Certain,Very,Only in presidential elections,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",Immigration and border security,Donald Trump,Donald Trump,Kamala Harris,Yes,Yes,65+,Male,White,White No College,No College,Northeast,16801,11
408,Likely,Very,Always,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",Immigration and border security,Donald Trump,Donald Trump,Kamala Harris,Yes,Yes,45-64,Female,White,White College,College,Midwest,49735,11
419,Likely,Very,Always,"Kamala Harris, the Democrat",Democrat,,"Joe Biden, the Democrat",The economy and jobs,Kamala Harris,Kamala Harris,Kamala Harris,Unsure,Yes,45-64,Male,White,White College,College,Northeast,18106,11
426,Likely,Very,Always,"Donald Trump, the Republican",Republican,Republican,"Donald Trump, the Republican",Immigration and border security,Donald Trump,Donald Trump,Donald Trump,Yes,Yes,65+,Male,White,White No College,No College,West,98370,11
427,Likely,Very,Always,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",The economy and jobs,Donald Trump,Donald Trump,Unsure,Yes,Unsure,65+,Female,White,White No College,No College,West,95945,11
439,Certain,Somewhat,Always,"Donald Trump, the Republican",Independent,Neither,"Donald Trump, the Republican",Immigration and border security,Donald Trump,Donald Trump,Donald Trump,Yes,Yes,65+,Female,White,White College,College,Northeast,03249,11
447,Certain,Very,Only in presidential elections,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",The economy and jobs,Donald Trump,Donald Trump,Donald Trump,Yes,Yes,45-64,Female,White,White No College,No College,South,75062,11
452,Certain,Very,Only in presidential elections,"Kamala Harris, the Democrat",Democrat,,"Joe Biden, the Democrat",Immigration and border security,Kamala Harris,Unsure,Kamala Harris,Yes,Yes,45-64,Male,White,White No College,No College,South,41522,11
453,Certain,Very,Only in presidential elections,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",The economy and jobs,Donald Trump,Donald Trump,Donald Trump,Yes,Yes,65+,Female,White,White No College,No College,Northeast,07652,11
455,Certain,Somewhat,Always,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",The economy and jobs,Donald Trump,Donald Trump,Donald Trump,Yes,Unsure,65+,Female,White,White College,College,South,30075,11
464,Certain,Very,Only in presidential elections,"Kamala Harris, the Democrat",Republican,Republican,"Joe Jorgensen, the Libertarian",The economy and jobs,Kamala Harris,Unsure,Kamala Harris,Unsure,Yes,45-64,Female,White,White No College,No College,South,75142,11
476,Likely,Very,Always,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",The economy and jobs,Donald Trump,Donald Trump,Donald Trump,Yes,Yes,30-44,Female,Hispanic,Non White No College,No College,West,90650,11
477,Certain,Very,Only in presidential elections,"Kamala Harris, the Democrat",Democrat,,"Joe Biden, the Democrat",Threats to democracy and corruption,Kamala Harris,Kamala Harris,Kamala Harris,No,No,45-64,Female,Hispanic,Non White College,College,West,83646,11
488,Certain,Somewhat,Always,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",The economy and jobs,Donald Trump,Donald Trump,Unsure,Yes,Unsure,45-64,Male,White,White College,College,West,84058,11
490,Likely,Very,Always,"Kamala Harris, the Democrat",Democrat,,"Joe Biden, the Democrat",Immigration and border security,Kamala Harris,Donald Trump,Kamala Harris,Yes,Yes,30-44,Female,Hispanic,Non White No College,No College,South,23234,11
503,Likely,Very,Always,"Kamala Harris, the Democrat",Democrat,,"Joe Biden, the Democrat",Immigration and border security,Kamala Harris,Kamala Harris,Kamala Harris,Yes,Yes,30-44,Male,White,White College,College,South,30157,11
512,Likely,Very,Always,"Kamala Harris, the Democrat",Democrat,,"Joe Biden, the Democrat",The economy and jobs,Kamala Harris,Kamala Harris,Kamala Harris,No,No,65+,Female,Black or African American,Non White No College,No College,Midwest,49107,11
520,Likely,Very,Always,"Kamala Harris, the Democrat",Democrat,,"Joe Biden, the Democrat",The economy and jobs,Kamala Harris,Kamala Harris,Kamala Harris,Yes,No,30-44,Female,Black or African American,Non White No College,No College,South,27205,11
525,Likely,Very,Always,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",The economy and jobs,Donald Trump,Donald Trump,Donald Trump,Yes,Yes,30-44,Male,White,White College,College,West,80128,11
538,Certain,Very,Only in presidential elections,"Kamala Harris, the Democrat",Democrat,,"Joe Biden, the Democrat",The economy and jobs,Kamala Harris,Donald Trump,Kamala Harris,Yes,Yes,65+,Female,White,White No College,No College,South,29550,11
542,Likely,Very,Always,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",Immigration and border security,Donald Trump,Donald Trump,Kamala Harris,Yes,No,65+,Male,White,White College,College,South,19711,11
547,Likely,Very,Always,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",Immigration and border security,Donald Trump,Donald Trump,Kamala Harris,Yes,Yes,45-64,Female,White,White No College,No College,Northeast,07024,11
561,Likely,Very,Always,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",The economy and jobs,Donald Trump,Donald Trump,Donald Trump,Yes,Yes,45-64,Male,White,White No College,No College,South,27284,11
564,Certain,Very,Only in presidential elections,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",Immigration and border security,Donald Trump,Donald Trump,Donald Trump,Yes,Yes,45-64,Female,White,White No College,No College,Midwest,44805,11
583,Likely,Very,Always,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",Immigration and border security,Donald Trump,Donald Trump,Kamala Harris,Yes,Yes,30-44,Female,Hispanic,Non White College,College,Midwest,65355,11
588,Likely,Very,Always,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",Immigration and border security,Donald Trump,Donald Trump,Kamala Harris,Yes,Yes,45-64,Female,White,White No College,No College,Midwest,65340,11
604,Certain,Somewhat,Always,"Kamala Harris, the Democrat",Democrat,,"Donald Trump, the Republican",The economy and jobs,Kamala Harris,Kamala Harris,Kamala Harris,No,No,30-44,Female,Black or African American,Non White No College,No College,South,33311,11
612,Certain,Somewhat,Always,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",Healthcare,Donald Trump,Donald Trump,Donald Trump,Yes,Yes,65+,Male,White,White No College,No College,South,77036,11
621,Certain,Very,Only in presidential elections,"Kamala Harris, the Democrat",Democrat,,"Joe Biden, the Democrat",The economy and jobs,Kamala Harris,Kamala Harris,Kamala Harris,Unsure,Unsure,30-44,Female,White,White No College,No College,Northeast,18433,11
628,Certain,Very,Only in presidential elections,"Kamala Harris, the Democrat",Democrat,,"Joe Biden, the Democrat",The economy and jobs,Kamala Harris,Kamala Harris,Kamala Harris,Unsure,Unsure,65+,Male,White,White College,College,South,37043,11
640,Certain,Very,Only in presidential elections,"Kamala Harris, the Democrat",Democrat,,"Joe Biden, the Democrat",The economy and jobs,Kamala Harris,Kamala Harris,Kamala Harris,No,Yes,45-64,Female,Black or African American,Non White No College,No College,Northeast,11212,11
641,Likely,Very,Always,"Kamala Harris, the Democrat",Democrat,,"Joe Biden, the Democrat",Healthcare,Kamala Harris,Kamala Harris,Kamala Harris,Yes,Yes,45-64,Female,Black or African American,Non White No College,No College,South,29607,11
651,Certain,Very,Only in presidential elections,"Donald Trump, the Republican",Republican,Republican,"Donald Trump, the Republican",Immigration and border security,Donald Trump,Donald Trump,Donald Trump,Yes,Yes,45-64,Female,White,White No College,No College,Midwest,63601,11
664,Certain,Somewhat,Always,"Kamala Harris, the Democrat",Democrat,,"Joe Biden, the Democrat",Threats to democracy and corruption,Kamala Harris,Unsure,Unsure,Unsure,Yes,30-44,Female,Black or African American,Non White No College,No College,South,27604,11
668,Certain,Very,Only in presidential elections,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",The economy and jobs,Donald Trump,Donald Trump,Kamala Harris,Yes,Yes,18-29,Female,White,White College,College,Northeast,15330,11
670,Certain,Somewhat,Always,"Donald Trump, the Republican",Republican,Republican,"Donald Trump, the Republican",The economy and jobs,Donald Trump,Donald Trump,Unsure,Yes,Unsure,45-64,Female,White,White No College,No College,South,31093,11
671,Certain,Very,Only in presidential elections,"Donald Trump, the Republican",Republican,,"Donald Trump, the Republican",The economy and jobs,Donald Trump,Donald Trump,Unsure,Yes,Unsure,65+,Female,Other,Non White College,College,West,92620,11
679,Certain,Somewhat,Always,"Donald Trump, the Republican",Democrat,,"Joe Biden, the Democrat",The economy and jobs,Donald Trump,Donald Trump,Donald Trump,No,No,30-44,Female,Other,Non White No College,No College,West,59521,11
692,Certain,Somewhat,Always,"Kamala Harris, the Democrat",Democrat,,"Joe Biden, the Democrat",Immigration and border security,Kamala Harris,Kamala Harris,Kamala Harris,Yes,Yes,30-44,Female,White,White College,College,South,33767,11
